Date,Hour,Horse,Jockey,Position,Distance,Cuidador,Caballeriza,HorseNumber,PistaCondition,BornDate,Sex,Pelaje,Father,Mother,Grandfather,Breeder,HorseWeight,JockeyWeight
21/09/2024,14:00,EL PORTAL,CACERES FRANKLIN D,2,1600,SANCHEZ EZEQUIEL I,GERARDO (LP),9,ARENA | NORMAL,23-09-2020,MACHO,ZAINO,IL CAMPIONE (CHI),SOY LA LUISA,SEBI HALO,EL PARAISO,539,54.7
21/09/2024,14:00,LOCOBIELSA,PERALTA JORGE LUIS,3,1600,RICCHI ROGELIO LUIS,VALENTINA (Rº),8,ARENA | NORMAL,08-09-2020,MACHO,ZAINO,FULL MAST (USA),OSADA INC,INCLUDE (USA),FIORUCCIO HECTOR RUBEN ANTÓNIO,505,57
21/09/2024,14:00,KRATOS,GONCALVES FRANCISCO LEANDRO,4,1600,ETCHECHOURY JUAN MANUEL,LAS MONJITAS,4,ARENA | NORMAL,27-09-2020,MACHO,ZAINO NEGRO,EQUAL STRIPES,KRYSIA ENERGY,ORPEN (USA),LA MANIJA,550,57
21/09/2024,14:00,ALFONSO PIN,LEYES JEREMIAS,5,1600,IBARRA RICARDO D,CUMENEYEN (LP),6,ARENA | NORMAL,07-09-2020,MACHO,ZAINO,AP CANDY,ACARAJE (USA),GILDED TIME,CUMENEYEN,479,53.1
21/09/2024,14:00,DR LASTGREEN,ALDERETE OSVALDO A,6,1600,TAVARES LEONARDO F,LA ELVI (R.IV),5,ARENA | NORMAL,10-10-2020,MACHO,ZAINO,GREENSPRING (USA),WILD VISION,VISION AND VERSE (USA),NORDIO VICTOR H,523,57.5
21/09/2024,14:00,SACKFISH,SINIANI EMILIANO F,7,1600,BENESPERI JUAN M,LOS MONJES (LP),11,ARENA | NORMAL,18-09-2020,MACHO,ZAINO,IDOLO PORTEÑO,STINA,EASING ALONG (USA),POZO DE LUNA,550,57
21/09/2024,14:00,IRREVERENTE CAT,PILIERO SERGIO A,8,1600,PAGANTI PEDRO F,EL NEGRITO (SR),10,ARENA | NORMAL,16-10-2020,MACHO,ZAINO DORADILLO,FRAGOTERO,WHY CAT,EASING ALONG (USA),ELIZALDE PABLO ANIBAL,499,57
21/09/2024,14:00,ROTI TALACU,PAOLONI JUAN P,9,1600,ALFARO MIGUEL A,LOS ANTIGUOS (LP),2,ARENA | NORMAL,10-09-2020,MACHO,ZAINO,TREASURE BEACH (GB),ELEGANTE JESSIE,TAWQEET (USA),PENNA MARIA ELISA Y PIFFARETTI PABLO EDU,437,57
21/09/2024,14:00,DURROW,ROMAY ABEL I,10,1600,LERDA FACUNDO N,CAYCA RANCH,1,ARENA | NORMAL,15-10-2020,MACHO,ZAINO,SUGGESTIVE BOY,GLORFINDEL,GIANT'S CAUSEWAY (USA),CHENAUT,486,57
21/09/2024,14:30,MAS POR TI,GONCALVES FRANCISCO LEANDRO,1,1000,MARTIN FERRO NICOLAS,LA MANIJA,8,ARENA | NORMAL,17-08-2019,HEMBRA,ZAINO,FULL MAST (USA),POR TI SI,JOHANNESBURG (USA),DE LA POMME,512,57
21/09/2024,14:30,INFI FITZ,MENENDEZ MAURICIO D,2,1000,CORREA ALBERTO R,LOS PEDROS (LP),7,ARENA | NORMAL,10-08-2019,HEMBRA,ZAINO,SEATTLE FITZ,INFI STRIPES,EQUAL STRIPES,CALOMINO S.A.,478,56
21/09/2024,14:30,FADED,BASCUÑAN RODRIGO D,3,1000,MARTUCCI EDGARDO P,RODOLFO PEDRO,3,ARENA | NORMAL,13-09-2019,HEMBRA,ZAINO,CATCHER IN THE RYE (IRE),SUNBEAMS,STORMY ATLANTIC (USA),CHENAUT,504,57
21/09/2024,14:30,CERVANTINA,GUIDA JOAQUIN,4,1000,DIAZ MIGUEL A,VIYINA (TDL),6,ARENA | NORMAL,12-08-2019,HEMBRA,ALAZAN,HORSE GREELEY (USA),CENTURIANA,PURE PRIZE (USA),AVOURNEEN,495,53.5
21/09/2024,14:30,VIDA REAL,BANEGAS KEVIN,5,1000,PERALTA CESAR M,DON FLORENTINO,2,ARENA | NORMAL,13-08-2019,HEMBRA,ZAINO,QUE VIDA BUENA,REALEZA INC,INCLUDE (USA),DON FLORENTINO,488,57
21/09/2024,14:30,CLARA BOMBA,PAOLONI JUAN P,6,1000,GALLAY GUILLERMO G,ABUELO TRIGUILLO (Dº),5,ARENA | NORMAL,13-11-2019,HEMBRA,ZAINO COLORADO,CLARO OSCURO,HONOR DE LIMA,HONOUR AND GLORY (USA),LA TUTINA,568,57
21/09/2024,14:30,ERA DE ACUARIO,ASERITO MAXIMILIANO,7,1000,CACCIABUE FABIO R,LOS PATRIOS,9,ARENA | NORMAL,02-10-2019,HEMBRA,ZAINO,IL CAMPIONE (CHI),HOME LIFE,HOUSEBUSTER (USA),EL PARAISO,443,57
21/09/2024,14:30,LOUISIANA LADY,BALMACEDA LAUTARO E,8,1000,LABANCA OMAR F,HERITAGE STUD (LP),4,ARENA | NORMAL,15-08-2019,HEMBRA,ZAINO,MANIPULATOR (USA),SOUTHERN GLORY,HONOUR AND GLORY (USA),HERITAGE BLOODSTOCK S. A.,494,57
21/09/2024,14:30,DELICADEZA BOMB,PERALTA JORGE LUIS,9,1000,TELLO LUCAS D,DON POCHO (TDL),1,ARENA | NORMAL,01-11-2019,HEMBRA,ZAINO,HIT IT A BOMB (USA),DELICADA GLORY,HONOUR AND GLORY (USA),FIRMAMENTO,494,54
21/09/2024,15:00,SHIZUKA,PERALTA JORGE LUIS,1,1200,CERUTTI LUCIANO RUBEN,LA MANIJA,11,ARENA | NORMAL,27-10-2021,HEMBRA,ZAINO,ORPEN (USA),SALZURITA,INTERPRETE,LA MANIJA,491,56
21/09/2024,15:00,ASPIRA A SER,ENRIQUE BRIAN R,2,1200,GARCES FERNANDO A,LA PAMPEANA,6,ARENA | NORMAL,05-08-2021,HEMBRA,ALAZAN,LONG ISLAND SOUND (USA),ASPEN STRIPES,EQUAL STRIPES,ABOLENGO,473,56
21/09/2024,15:00,INCA DE ARTEAGA,MONASTEROLO IVAN E,3,1200,SCARPELLO GUSTAVO E,RODOLFO PEDRO,7,ARENA | NORMAL,07-08-2021,HEMBRA,ALAZAN,COSMIC TRIGGER,INCA SOLEADA,DYNAMIX (USA),JUAN ANTONIO,433,56
21/09/2024,15:00,MADAME BIC,ALDERETE OSVALDO A,4,1200,SAVAL ADRIAN A,PELU-QUI (LP),4,ARENA | NORMAL,27-07-2021,HEMBRA,TORDILLO,PUERTO ESCONDIDO,MADAME BEY,ORPEN (USA),SANTA INES,474,56.2
21/09/2024,15:00,ESCULLAT,PEREYRA WILLIAM,5,1200,ETCHECHOURY JUAN C (H),RUBIO B,3,ARENA | NORMAL,19-07-2021,HEMBRA,ALAZAN,LIZARD ISLAND (USA),EMBRASEMENT,MUTAKDDIM (USA),LA PASION,474,56
21/09/2024,15:00,CALA COMTE,ARIAS DANIEL E,6,1200,RAMALLO RAUL A,MONTELEN (LP),1,ARENA | NORMAL,24-09-2021,HEMBRA,ALAZAN,HI HAPPY,CATCHER LOVE,CATCHER IN THE RYE (IRE),UHER NAVARRO GUSTAVO Y UHER MATIAS,440,56.8
21/09/2024,15:00,SFERA,HALLER EXEQUIEL MATIAS A,7,1200,IRIGOITIA DIEGO I,EL LELE (GCHU),12,ARENA | NORMAL,07-10-2021,HEMBRA,ZAINO,MANIPULATOR (USA),AL MIRARTE,SLEW GIN FIZZ (USA),DON ARCANGEL,494,57
21/09/2024,15:00,LADY NOVA,GONCALVES FRANCISCO LEANDRO,8,1200,BRINGAS MAURICIO E,LOS CALIFA (LP),13,ARENA | NORMAL,17-07-2021,HEMBRA,ZAINO,LENOVO,LADIES FIRST,GRAND REWARD (USA),LA NORA,468,56
21/09/2024,15:00,SELEUCIA,SINIANI EMILIANO F,9,1200,ROMEA ALDANA B,AILEN Y NAHUEL (TDL),2,ARENA | NORMAL,02-08-2021,HEMBRA,ZAINO,DANIEL BOONE (BRZ),SAY SARAH,CATCHER IN THE RYE (IRE),SANTA MARIA DE ARARAS,420,56
21/09/2024,15:00,BEST OF THE BEST,BASCUÑAN RODRIGO D,10,1200,TAVARES LEONARDO F,LA PASION JM (LPT),5,ARENA | NORMAL,26-07-2021,HEMBRA,ZAINO,EQUAL STRIPES,BOUDICA,ORPEN (USA),ABOLENGO,436,56.5
21/09/2024,15:00,CANDY BONITA,CORIA FACUNDO M,11,1200,FRAVEGA OSCAR F,LA CLARI (AZ),9,ARENA | NORMAL,01-08-2021,HEMBRA,ALAZAN,SEÑOR CANDY (USA),MALIKA'S GOLD (USA),GOLD CASE,PRINCIPAL,454,56
21/09/2024,15:00,INEDITA SCAT,BALMACEDA LAUTARO E,12,1200,GRIMALDI MARTIN L,CORINA Y CINTHIA (LP),10,ARENA | NORMAL,29-09-2021,HEMBRA,ALAZAN,KNOCKOUT (CHI),MI DULCE INES,COSMIC (USA),CARYJUAN,407,56
21/09/2024,15:00,PURA ORPEN,VALLE MARTIN J,13,1200,VARGA JOSE M,L. Y R. (Rº),14,ARENA | NORMAL,16-07-2021,HEMBRA,ZAINO,ORPEN (USA),PURE KIT,PURE PRIZE (USA),L Y R,510,56
21/09/2024,15:30,LO STRANIERO,MOREYRA WILSON R,1,1400,LUSARDI ARIEL H,LOS NOTABLES (AZ),3,ARENA | NORMAL,29-09-2020,MACHO,TORDILLO,MANIPULATOR (USA),LA STRAVAGANZA,EXCHANGE RATE (USA),LA PASION,505,57.3
21/09/2024,15:30,TU FUERZA,ENRIQUE BRIAN R,2,1400,BRITOS RODOLFO G,TINTA ROJA (LP),2,ARENA | NORMAL,17-07-2020,MACHO,ZAINO,FORGE (GB),TEPHRA,FREUD (USA),LAS RAICES,455,57
21/09/2024,15:30,MAIPO FELIZ,SINIANI EMILIANO F,3,1400,JIMENEZ VICTOR H,FEDERICO Y MIGUEL (AZ),4,ARENA | NORMAL,15-08-2020,MACHO,ZAINO,HI HAPPY,VEDETTE'S DAY,HARLAN'S HOLIDAY (USA),FIRMAMENTO,404,57
21/09/2024,15:30,COSMIC PARADE,GONZALEZ LUCAS F,4,1400,MARTUCCI EDGARDO P,RODOLFO PEDRO,6,ARENA | NORMAL,22-09-2020,HEMBRA,ALAZAN,COSMIC TRIGGER,CUT PARADE,PARADE MARSHAL (USA),LA ESPERANZA,444,51
21/09/2024,15:30,EVER JOHNNY,GONCALVES FRANCISCO LEANDRO,5,1400,AON GUSTAVO O,BOSQUE ALEGRE (LPT),5,ARENA | NORMAL,11-08-2020,MACHO,ZAINO,JOHN F KENNEDY (IRE),EVER SHE,EQUAL STRIPES,ABOLENGO,496,57
21/09/2024,15:30,FIN DEL MUNDO,VALLE MARTIN J,6,1400,GUTIERREZ ROBERTO C,LA SANTA FEDERACION (SDE),1,ARENA | NORMAL,10-08-2020,MACHO,ZAINO,BODEMEISTER (USA),FORTEZZA,EASING ALONG (USA),LA PASION,466,57
21/09/2024,16:00,DELIRADO JOHAN,GONCALVES FRANCISCO LEANDRO,1,1000,CORSIGLIA EDUARDO A,BALL SIDER,9,ARENA | NORMAL,14-08-2020,MACHO,ZAINO,CURIOSO JOHAN,DEDERA,SEEKER'S REWARD (CAN),LA CATEDRAL DE PALERMO,488,57
21/09/2024,16:00,RISTRETTO,TARRAGONA RUBEN D,2,1000,CORDOBA IGNACIO I,SANT'ONOFRIO (LP),12,ARENA | NORMAL,12-10-2020,MACHO,ZAINO,FULL MAST (USA),RIMA BELLA,INCLUDE (USA),LA PROVIDENCIA,476,57.1
21/09/2024,16:00,COSA E MANDINGA,BORDA GONZALO D,3,1000,PERALTA CESAR M,RECUERDO (S.FE),1,ARENA | NORMAL,14-07-2020,MACHO,ZAINO,QUE VIDA BUENA,TRINITY GIRL,GREENSPRING (USA),DON FLORENTINO,524,57
21/09/2024,16:00,STROGONOFF PASS,PEREYRA WILLIAM,4,1000,RAMUNDO JORGE A,EL LAGARTO VIEJO,15,ARENA | NORMAL,20-09-2020,MACHO,ZAINO,DISTINCTIV PASSION (USA),TARTARA KEY,KEY DEPUTY (USA),EL ALFALFAR,533,57
21/09/2024,16:00,HOLLISTIC,RIVAROLA JUAN C,5,1000,USSICH CARLOS,WIBER (LP),7,ARENA | NORMAL,31-07-2020,MACHO,ZAINO,HOMAGE (USA),LEGALITE,INCURABLE OPTIMIST (USA),DEZEO JOSE LUIS,474,57.1
21/09/2024,16:00,KALMURIEL CAP,GIORGIS ABEL L J,6,1000,LOPEZ JOSE L,EL ALBAÑIL (LP),13,ARENA | NORMAL,29-08-2020,MACHO,ZAINO,CAPTIVATING CAT (USA),CATCH MARTAN,CATCHER IN THE RYE (IRE),ABELLA SILVIO DAMIAN,468,57
21/09/2024,16:00,TOTO CANDY,LEYES JEREMIAS,7,1000,IBARRA RICARDO D,CUMENEYEN (LP),11,ARENA | NORMAL,28-07-2020,MACHO,ALAZAN,AP CANDY,TORMENTA STRIPES,FIRE SLAM (USA),CUMENEYEN,479,53
21/09/2024,16:00,PICADO GRUESO,ARIAS OCTAVIO F,8,1000,HAHN NICOLAS,CHERBONA KALENA (AZ),8,ARENA | NORMAL,17-08-2020,MACHO,ALAZAN,SEEK AGAIN (USA),MATRIX RECARGADA,EQUAL STRIPES,LA MADRINA,484,57
21/09/2024,16:00,MENTE FUERTE,CANDIA GUTIERREZ ELVIO G,9,1000,ALVAREZ MARIA F,PRISIONERO,4,ARENA | NORMAL,08-09-2020,MACHO,ALAZAN,EQUAL TALENT,MY DEAR CAT,EASING ALONG (USA),BAYAKOA,530,57
21/09/2024,16:00,JUST CANDY,GUIDA JOAQUIN,10,1000,GRAVO MONTAÑEZ FATIMA E,HARAS DILU,10,ARENA | NORMAL,23-09-2020,MACHO,ALAZAN,EL CANDY CRUSH,JUSTO A TIEMPO,CATCHER IN THE RYE (IRE),DILU,500,53.5
21/09/2024,16:00,COLORES JUJEÑOS,CALVENTE GUSTAVO E,11,1000,CALVENTE HECTOR G,EL BILLY MAN (Rº),5,ARENA | NORMAL,05-08-2020,MACHO,ZAINO,LENOVO,MILI KEY,STORM SURGE (USA),HARAS GRAN MUÑECA,461,57.5
21/09/2024,16:00,BATACAZO KID,NORIEGA COBIAN LUCAS J,12,1000,OJEDA CEFERINO MIGUEL,DARK HORSE (LP),6,ARENA | NORMAL,23-08-2020,MACHO,ZAINO,QUIZ KID,LA BATAHOLA,SOUTHERN HALO (USA),LAS CAMELIAS,491,57
21/09/2024,16:00,QUIET GAUCHO,LA PALMA MARTIN A,13,1000,DIESTRA CLAUDIO M,AMORES MIOS (AZ),2,ARENA | NORMAL,23-09-2020,MACHO,ZAINO,QUIET BRAZILIAN,ALMA GAUCHA LETAL,DON LETAL,LOS BAYITOS,504,57
21/09/2024,16:00,PATRAÑAS,BANEGAS KEVIN,14,1000,ALVAREZ MARIA F,LA NORA (SI),14,ARENA | NORMAL,21-08-2020,MACHO,ZAINO,SUGGESTIVE BOY,LA MONTALVAN,THE LEOPARD (USA),LA NORA,462,57
21/09/2024,16:00,EL DE ELATION,PERALTA JORGE LUIS,15,1000,FUHR JUAN D,PERSEVERANCIA (AZ),3,ARENA | NORMAL,26-09-2020,MACHO,ZAINO,ASPIRE (USA),PURE ELATION,PURE PRIZE (USA),VADARKBLAR,501,57
21/09/2024,16:30,DEMONIO RISK,GONZALEZ LUCAS F,1,2000,IGUACEL LOEDA MARIANO,HARAS SANTA ANA,1,ARENA | NORMAL,31-08-2019,MACHO,ZAINO,SECURITY RISK (USA),FLAMING SUZY,BERNSTEIN (USA),HARAS SANTA ANA SOC DE HECHO DE IGUACEL,505,50.1
21/09/2024,16:30,RARE CHECK,PEREYRA WILLIAM,2,2000,GONZALEZ EMILIO P,MALUCHI (TDL),2,ARENA | NORMAL,18-08-2018,MACHO,ZAINO,SAFETY CHECK (IRE),RARE SPARKLE (USA),DISTORTED HUMOR (USA),HARAS AITUE,493,55.1
21/09/2024,16:30,CODE BREAKER,BALMACEDA LAUTARO E,3,2000,ABRALES ALBERTO RAMON (SI),DON CRISTOBAL (MZA),6,ARENA | NORMAL,21-09-2019,MACHO,ZAINO,TRUE CAUSE (USA),COVET,ORPEN (USA),LA MANIJA,500,57.2
21/09/2024,16:30,FOREST GAM,SINIANI EMILIANO F,4,2000,BENESPERI JUAN M,BLUE COMM,9,ARENA | NORMAL,06-07-2019,MACHO,ZAINO,SUPER SAVER (USA),FOREST KAS,FORESTRY (USA),FIRMAMENTO,481,54.5
21/09/2024,16:30,OLIMPIK HIT,MOREYRA WILSON R,5,2000,OURAL JUAN D,ABU-MANZA,8,ARENA | NORMAL,26-10-2019,MACHO,ZAINO,HIT IT A BOMB (USA),OLIMPICA CATCH,CATCHER IN THE RYE (IRE),FIRMAMENTO,470,57.2
21/09/2024,16:30,IN AGAIN,ALZAMENDI ROBERTO N,6,2000,ANTOGNOZZI LEONARDO F,NOAH (LP),3,ARENA | NORMAL,18-08-2019,MACHO,ZAINO,SEEK AGAIN (USA),INSHOOT,ORPEN (USA),ORILLA DEL MONTE,478,55.2
21/09/2024,16:30,MASCARPONE,CHAVES URBANO J,7,2000,GORRAIS INOCENCIO R,EL COKY (LP),7,ARENA | NORMAL,04-09-2019,MACHO,ZAINO,MASTER OF HOUNDS (USA),BUENA SEÑAL,INCURABLE OPTIMIST (USA),EL PARAISO,549,57
21/09/2024,16:30,COLOSO FITZ,VALLE MARTIN J,8,2000,ZELAYETA CARLOS G,QUE HICISTE CHICHE (LP),5,ARENA | NORMAL,01-10-2019,MACHO,ZAINO,SOUTHERN CAT (CHI),JOSIEY FITZ,SEATTLE FITZ,GREEN AND BLACK,466,54
21/09/2024,16:30,NARCOSIN,CHAVEZ LUCAS I DE JESUS,9,2000,ORTIZ ALEJANDRO M,SOL Y FRAN (CBA),4,ARENA | NORMAL,02-10-2019,MACHO,ZAINO,BODEMEISTER (USA),NIVOLOGIA,EASING ALONG (USA),LA PASION,468,51.5
21/09/2024,17:00,FELICIDAD COMPARTIDA,BANEGAS KEVIN,1,1200,GOMEZ JORGE C,LAS JUNTAS,3,ARENA | NORMAL,18-09-2021,MACHO,ZAINO,LE BLUES,FINDER'S DREAM (USA),BERNSTEIN (USA),VACACION,519,56
21/09/2024,17:00,HIT ROUGE,MOREYRA WILSON R,2,1200,CONGESTRE JORGE J A,LOS RARO (R.IV),7,ARENA | NORMAL,11-11-2021,MACHO,ZAINO,HIT IT A BOMB (USA),VEDETTE'S DAY,HARLAN'S HOLIDAY (USA),FIRMAMENTO,446,56.8
21/09/2024,17:00,BOLD FIRE,GONZALEZ LUCAS F,3,1200,ALVAREZ MARIA F,LA MISION,6,ARENA | NORMAL,07-07-2021,MACHO,ZAINO DORADILLO,ORPEN (USA),BOLD FREUD,FREUD (USA),ORILLA DEL MONTE,526,52
21/09/2024,17:00,CATCH THE HIT,MUÑIZ MATIAS J,4,1200,PAGANTI PEDRO F,LOS ZORRITOS (AZ),5,ARENA | NORMAL,05-11-2021,MACHO,ZAINO,HIT IT A BOMB (USA),CATCH THE CURSI,CATCHER IN THE RYE (IRE),FIRMAMENTO,480,54
21/09/2024,17:00,TIRO PERFECTO,CARRIZO PABLO D,5,1200,ACEVEDO SERGIO M,LUCIANA,11,ARENA | NORMAL,24-07-2021,MACHO,ZAINO,TOUAREG,TINA KEY,KEY DEPUTY (USA),DON FLORENTINO,512,56.5
21/09/2024,17:00,PERICON RISK,LA PALMA MARTIN A,6,1200,CORREA ALBERTO R,LOS PEDROS (LP),8,ARENA | NORMAL,07-10-2021,MACHO,ZAINO,SECURITY RISK (USA),SAMBA LADY,JUMP START (USA),GAMLINGAY SA,514,57.1
21/09/2024,17:00,DISFRAZADO,PEREYRA WILLIAM,7,1200,GUTIERREZ ROBERTO C,EL CHUCHY (AZ),9,ARENA | NORMAL,29-09-2021,MACHO,ZAINO DORADILLO,WINNING PRIZE,MISS ROSA SUR,NUMEROUS (USA),DON YAYO,440,56
21/09/2024,17:00,DAVALOS,ENRIQUE BRIAN R,8,1200,GUARAGNA DIEGO S,DON ANGEL,1,ARENA | NORMAL,19-08-2021,MACHO,ALAZAN,HI HAPPY,ZAMBA QUERIDA,INDYGO SHINER (USA),HARAS EMBRUJO S. A.,474,56
21/09/2024,17:00,LONDON GIN,ARIAS DANIEL E,9,1200,BARBIERI ANGEL E,ETOILE,4,ARENA | NORMAL,13-07-2021,MACHO,ZAINO,ASIATIC BOY,LIYANA,JUMP START (USA),INVERSIONES ELTURF S A,465,56.5
21/09/2024,17:00,IRLANDINO,GONCALVES FRANCISCO LEANDRO,10,1200,MUÑOZ MARIA CRISTINA,HARAS LA VALKIRIA (S.FE),10,ARENA | NORMAL,20-07-2021,MACHO,ZAINO,MASK (USA),BELFAST INC,INCLUDE (USA),LA VALKIRIA,412,56
21/09/2024,17:00,STORMY WEST,BASCUÑAN RODRIGO D,11,1200,FREDES RAMON A,LOS BRIOS,2,ARENA | NORMAL,05-09-2021,MACHO,ZAINO,IN THE DARK,NEGRITA INT,GRADEPOINT (USA),FREDES RAMON ANGEL,502,56
21/09/2024,17:30,CAUSEWAY GIRL,NORIEGA JUAN C,1,1400,SALDIVIA JUAN F,AL ADIYAAT (SI),5,CESPED | NORMAL,04-08-2021,HEMBRA,ZAINO,DABSTER (USA),AUTOGRAFIADA,GIANT'S CAUSEWAY (USA),AL ADIYAAT ARGENTINA SA,484,56
21/09/2024,17:30,POLIZIANA,PERALTA JORGE LUIS,2,1400,BRAGANTE LOPEZ  MARINA,VACACION,2,CESPED | NORMAL,14-07-2021,HEMBRA,ZAINO,FORTIFY (USA),PAPERLATE,EQUAL STRIPES,VACACION,452,56
21/09/2024,17:30,NIÑA JOFI,GIANNETTI ADRIAN M,3,1400,LOFIEGO JOSE A,XALLAS (LP),4,CESPED | NORMAL,17-09-2021,HEMBRA,ALAZAN TOSTADO,SOUTHERN CAT (CHI),PIUKE,SEBI HALO,GRECO ROLANDO HUGO,410,56.7
21/09/2024,17:30,INDYMANIA,VELAZQUEZ CRISTIAN E,4,1400,PEREZ HUGO M,STUD CARAVANA (LP),1,CESPED | NORMAL,15-10-2021,HEMBRA,ALAZAN,MASK (USA),STORM INDY (USA),BERNSTEIN (USA),LA VALKIRIA,432,56.5
21/09/2024,17:30,ANGIOLET,MONASTEROLO IVAN E,5,1400,FRENKEL SANTILLAN GUILLERMO J,LOS PATRIOS,6,CESPED | NORMAL,02-08-2021,HEMBRA,ZAINO,ANGIOLO,LITTLE RESPECT (USA),FUSAICHI PEGASUS (USA),EL PARAISO,481,56.1
21/09/2024,17:30,LA FOLKLORICA,CAPRA PABLO A S,6,1400,FREDES RAMON A,PE-LU,3,CESPED | NORMAL,04-10-2021,HEMBRA,ALAZAN,TRUE CAUSE (USA),LA GUARANIA,LIZARD ISLAND (USA),CUENCA FRANCISCO,484,56
21/09/2024,18:00,ASK FOR WILD,GONCALVES FRANCISCO LEANDRO,1,1200,CIMA DANIEL R,LOS 7 NIETOS (Rº),6,ARENA | NORMAL,05-11-2021,MACHO,ZAINO,ANGIOLO,FOREVER WILD,FORESTRY (USA),EL PARAISO,520,56.1
21/09/2024,18:00,SAY IT FAST,BANEGAS KEVIN,2,1200,ALVAREZ MARIA F,SIXA (LP),8,ARENA | NORMAL,05-10-2021,MACHO,ZAINO DORADILLO,COSMIC TRIGGER,SAY IT NICE,ASIATIC BOY,ABOLENGO,521,56
21/09/2024,18:00,VIKINGO REAL,CORIA FACUNDO M,3,1200,GARRIDO RICARDO,LOS JAZMINES (NQN),11,ARENA | NORMAL,18-07-2021,MACHO,ZAINO DORADILLO,SEAHENGE (USA),LAGHERTA,REMOTE (GB),HARAS DON TEODORO,480,56
21/09/2024,18:00,MAESTRO BAHIARO,ALZAMENDI ROBERTO N,4,1200,CAFERE MIGUEL A,J.C.V. (S.FE),7,ARENA | NORMAL,08-10-2021,MACHO,ZAINO DORADILLO,MASTER OF HOUNDS (USA),BIEN BAHIARA,INCURABLE OPTIMIST (USA),EL PARAISO,560,56
21/09/2024,18:00,GIANT KILLER,ARIAS DANIEL E,5,1200,RAMALLO RAUL A,CASALETTO (LP),9,ARENA | NORMAL,19-07-2021,MACHO,ZAINO,FULL MAST (USA),ZAPEADA,SEÑOR CANDY (USA),TRIPLE ALLIANCE SA,473,56.7
21/09/2024,18:00,LIBERTADOR BLUES,CARRIZO PABLO D,6,1200,JAIMES IGNACIO,COMALAL,3,ARENA | NORMAL,04-10-2021,MACHO,ZAINO,LE BLUES,ALAS NIVEAS,ANGIOLO,EL PARAISO,464,56.4
21/09/2024,18:00,VAN A ESCAMPAR,BASCUÑAN RODRIGO D,7,1200,BEARZOTTI LEANDRO E,DON PASCUAL T (LP),12,ARENA | NORMAL,25-07-2021,MACHO,TORDILLO,MACHO FABULOSO,ZENSATIONAL ROMA,ZENSATIONAL (USA),SAN FRANCISCO CHICO,535,56
21/09/2024,18:00,FREE CRY,BORDA GONZALO D,8,1200,FRENKEL SANTILLAN GUILLERMO J,MI BELLA GIULIA,1,ARENA | NORMAL,03-10-2021,MACHO,ALAZAN,HOLY BOSS (USA),FREE EXCHANGE,EXCHANGE RATE (USA),LA LEYENDA DE ARECO,467,56
21/09/2024,18:00,BILLY BOB,BALMACEDA LAUTARO E,9,1200,TABORDA RAUL O,MY FANTASY (AZ),5,ARENA | NORMAL,12-10-2021,MACHO,ZAINO,IDALINO,BALI DANCER,STRATHAM (IRE),NICANOR,456,56
21/09/2024,18:00,MONTREAL PARK,ORTEGA TORRES EDUARDO G,10,1200,DIMATTIA GUILLERMO A,W.J.R (R°),10,ARENA | NORMAL,12-09-2021,MACHO,ZAINO DORADILLO,MASTER OF HOUNDS (USA),GORKY PARK,SEBI HALO,EL PARAISO,431,56
21/09/2024,18:00,ORIENTAL BOY,ALDERETE OSVALDO A,11,1200,MOLINA PEDRO E,LAS BRUJAS,4,ARENA | NORMAL,20-10-2021,MACHO,ALAZAN,COSMIC TRIGGER,REPRISA,RIDE THE RAILS (USA),ABOLENGO,480,56
21/09/2024,18:00,SWEETHIEST,MOREYRA WILSON R,12,1200,IGUACEL LOEDA MARIANO,EL TRIUNFO (LP),2,ARENA | NORMAL,30-09-2021,MACHO,ZAINO,SECURITY RISK (USA),THE SWEETIEST,MANIPULATOR (USA),CHUMBA MARCELO DARIO Y GARCIA ENRIQUE,470,56
21/09/2024,18:30,MENTA FUERTE,CORIA FACUNDO M,1,1000,BENITEZ JUSTO JUAN J,EL AMIGO (BV),7,ARENA | NORMAL,15-08-2018,HEMBRA,ALAZAN,ELLOS,MENTA FRESCA,SALT LAKE (USA),CUMENEYEN SC Y HARAS DON ARCANGEL SA,492,57
21/09/2024,18:30,CHOCOTORTA,PEREYRA WILLIAM,2,1000,RIVERO ROQUE R,HD (Rº),6,ARENA | NORMAL,14-10-2018,HEMBRA,ZAINO DORADILLO,TODO UN AMIGUITO,CHOCOLOCA,GRAND REWARD (USA),LA QUEBRADA,449,57
21/09/2024,18:30,SRTA. AYMARA,BONASOLA GABRIEL L,3,1000,RUIZ DIAZ EDGARDO M,ABUELO JUAN (CDIA),8,ARENA | NORMAL,29-08-2018,HEMBRA,ZAINO COLORADO,SAFETY CHECK (IRE),WEST PURVIS,PURVIS,RUIZ DIAZ EDGARDO MIGUEL,453,57
21/09/2024,18:30,HIERBASANTA,LA PALMA MARTIN A,4,1000,DIESTRA CLAUDIO M,AMORES MIOS (AZ),3,ARENA | NORMAL,03-08-2018,HEMBRA,ZAINO,INTERACTION,HUIJA,GIANT'S CAUSEWAY (USA),POZO DE LUNA,486,57.7
